"Product Type","Product Id","Product Title","Product Version","Product Display Artist","Parent Label","Label","Original Release Date","Release Date","UPC","Catalog #","Product Price Tier","Product Genre","Submission Status","Product C Line","Product P Line","Pre-Order Date","Exclusives","ExplicitLyrics","Product Play Link","Liner Notes","Primary Metadata Language","Compilation","PDF Booklet","Timed Release Date","Timed Release Music Services","Last Process Date","Import Date","Created By","Last Modified","Submitted At","Submitted By","Vevo Channel","TrackType","Track Id","Track Volume","Track Number","Track Name","Track Version","Track Display Artist","Isrc","Track Price Tier","Track Genre","Audio Language","Track C Line","Track P Line","Writers","Publishers/Collection Societies","Withhold Mechanicals","Pre-Order Type","Instant Gratification Date","Duration","Sample Start Time","Explicit Lyrics","Album Only","Lyrics","Performing Contributors","Non-Performing Contributors","Producers","Full Continuous Mix","Continuously Mixed Individual Song","Track Play Link"
"Audio","67167295126997c258b6fe28","WESTCOAST","","BBX, Geeku","EDM Spotlight","Dirtysnatcha Records","2/4/2022","2/4/2022",="198342494684","DSR49","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","67167295126997c258b6fe27",="1",="1","WESTCOAST","","BBX, Geeku","QZ5FN2235968","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Nakeem Richardson <Lyricist>, Nakeem Richardson <Composer>, Jordan Reid <Lyricist>, Jordan Reid <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:04:38""","","no","no","Catch me on the westcoast
westcoast","","","","False","False",
"Audio","67167296126997c258b6fe30","Radiance","","BOU$HY","EDM Spotlight","Dirtysnatcha Records","9/24/2021","9/24/2021",="198342492130","DSR43","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","67167296126997c258b6fe2f",="1",="1","Radiance","","BOU$HY","GBWUL2118332","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Max Bouchard <Lyricist>, Max Bouchard <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:25""","","yes","no","Boushy.
Fuck you
Boushy
Fuck You","","","Max Bouchard","False","False",
"Audio","67167299b57030fe904f4ca3","Big Body","","BOU$HY, Eazley","EDM Spotlight","Dirtysnatcha Records","1/17/2022","1/17/2022",="198342494042","DSR48","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","67167299b57030fe904f4ca2",="1",="1","Big Body","","BOU$HY, Eazley","QZ5FN2216262","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Alfred Rice <Lyricist>, Alfred Rice <Composer>, Max Bouchard <Lyricist>, Max Bouchard <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:31""","","no","no","big bodies what you came
big bodies what you came
Big bodies big bodies big bodies
big bodies big bodies what the 
big bodies big bodies 
what the fuh
what the fuh
big bodies what you came","","","","False","False",
"Audio","67167510126997c258b71623","Operator Error","","Big City","EDM Spotlight","Dirtysnatcha Records","3/8/2024","3/8/2024",="198342036334","DSR125","$3.50 ($4.99 SRLP) - S5","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/25/2024","10/25/2024","josh.erickson@ingrooves.com","10/25/2024","10/25/2024",,,"AudioTrack","67167510126997c258b7161f",="1",="1","No Problems!","","Big City feat. Tonzology","USLZJ2403319","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Anthony West <Lyricist>, Zachary Moreno <Lyricist>, Zachary Moreno <Composer>, Michael Moreno <Lyricist>, Michael Moreno <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:24""","","yes","no","Yeah, Yeah
On my bullshit
fully loaded clips
they dont want no problems. no problems
I'll solve them
They don't want no problems
yeah
uhm hmm
and that fully loaded clip
uhm hmm
we bout it
yeah
my bullshit hmm
we bout it
yeah
yeah
on my bullshit
full loaded clips
they dont want no problem no problems
ill solve them
they dont want no problems with me
yeah
we bout it
yeah
on my bullshit
we bout it
yeah
my bullshit","","","Zachary Moreno,Michael Moreno","False","False",
"Audio","67167510126997c258b71623","Operator Error","","Big City","EDM Spotlight","Dirtysnatcha Records","3/8/2024","3/8/2024",="198342036334","DSR125","$3.50 ($4.99 SRLP) - S5","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/25/2024","10/25/2024","josh.erickson@ingrooves.com","10/25/2024","10/25/2024",,,"AudioTrack","67167510126997c258b71620",="1",="2","Weed Spot","","Big City","USLZJ2403314","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Zachary Moreno <Lyricist>, Zachary Moreno <Composer>, Michael Moreno <Lyricist>, Michael Moreno <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:08""","","no","no","Weed spot
hit up a weed spot then","","","Zachary Moreno,Michael Moreno","False","False",
"Audio","67167510126997c258b71623","Operator Error","","Big City","EDM Spotlight","Dirtysnatcha Records","3/8/2024","3/8/2024",="198342036334","DSR125","$3.50 ($4.99 SRLP) - S5","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/25/2024","10/25/2024","josh.erickson@ingrooves.com","10/25/2024","10/25/2024",,,"AudioTrack","67167510126997c258b71621",="1",="3","Rat Patrol","","Big City feat. Tonzology","USLZJ2403323","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Anthony West <Lyricist>, Zachary Moreno <Lyricist>, Zachary Moreno <Composer>, Michael Moreno <Lyricist>, Michael Moreno <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:08""","","yes","no","Running games like its natural 

running their veins like its natural
no guns no glory 
you can never rat patrol
pussy
when the 
when the
they gonna rat patrol
pussies","","","Zachary Moreno,Michael Moreno","False","False",
"Audio","67167510126997c258b71623","Operator Error","","Big City","EDM Spotlight","Dirtysnatcha Records","3/8/2024","3/8/2024",="198342036334","DSR125","$3.50 ($4.99 SRLP) - S5","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/25/2024","10/25/2024","josh.erickson@ingrooves.com","10/25/2024","10/25/2024",,,"AudioTrack","67167510126997c258b71622",="1",="4","Operator Error","","Big City","USLZJ2403328","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Zachary Moreno <Lyricist>, Zachary Moreno <Composer>, Michael Moreno <Lyricist>, Michael Moreno <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:32""","","no","no","If you like to make a call please hang up and try again
If you need help hang up and dial your operator
If you need help hang up and dial your operator
operator
operator
operator
operator
Hang up an dial your operator","","","Michael Moreno,Zachary Moreno","False","False",
"Audio","6716729f126997c258b6ff0e","Scorpion","","Torcha","EDM Spotlight","Dirtysnatcha Records","5/23/2022","5/23/2022",="198342501160","DSR57","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/3/2024",,,"AudioTrack","6716729f126997c258b6ff0d",="1",="1","Scorpion","","Torcha","GBRKQ2202745","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Mike Gomes <Lyricist>, Mike Gomes <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:21""","","no","no","Aye Yo. ugh. one. ugh. Aye yo. ugh. one. ugh. Aye yo. Aye. ugh. huh. Aye yo. ugh","","","Mikr Gomes","False","False",
"Audio","6716729f126997c258b6ff12","Terror","","Ennaut","EDM Spotlight","Dirtysnatcha Records","6/3/2022","6/3/2022",="198342500231","DSR54","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/23/2024","10/23/2024","josh.erickson@ingrooves.com","10/23/2024","10/23/2024",,,"AudioTrack","6716729f126997c258b6ff11",="1",="1","Terror","","Ennaut","USLZJ2296710","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Jason Moss <Lyricist>, Jason Moss <Composer>","DistrySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:51""","","no","no","It’s like if not for one mistake you you’ll make 2 then 3","","","Jaosn Moss","False","False",
"Audio","6716729f7056a2b18cfd6bee","Boss","","Entravert","EDM Spotlight","Dirtysnatcha Records","12/15/2021","12/15/2021",="198342492949","DSR47","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","6716729f7056a2b18cfd6bed",="1",="1","Boss","","Entravert","GBWUL2192869","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Branden Bush <Lyricist>, Branden Bush <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:04:00""","","no","no","You're messing with the boss","","","Branden Bush","False","False",
"Audio","67167372126997c258b704be","Game","","Sloth, Chackk","EDM Spotlight","Dirtysnatcha Records","1/12/2024","1/12/2024",="197999855442","DSR116","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/28/2024","10/28/2024","josh.erickson@ingrooves.com","10/28/2024","10/28/2024",,,"AudioTrack","67167372126997c258b704bd",="1",="1","Game","","Sloth, Chackk","QZ5FN2416543","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Jannik Kairies <Lyricist>, Jannik Kairies <Composer>, Brandon Baichoo <Lyricist>, Brandon Baichoo <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:22""","","no","no","I'm the head of the game now.
No time to play huh","","","Jannik Kairies,Brandon Baichoo","False","False",
"Audio","67167372b57030fe904f5650","Movin","","Rest N Piecez","EDM Spotlight","Dirtysnatcha Records","8/11/2023","8/11/2023",="198342479698","DSR100","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","67167372b57030fe904f564f",="1",="1","Movin","","Rest N Piecez","QZTV32374100","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Chris Smith <Lyricist>, Chris Smith <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:15""","","no","no","Now I'm leaving im leaving I gotta do what I do. I really here on my ones now instead of four three drug twos. and now its f you from paris. i could have been fing you in Paris. I dont wait from the drop. I just flow the pop. I dont wait for the. i dont wait for the drop. I just flow fom the pop. Yeah. Yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah. Now I'm leaving im leaving I gotta do what I do. I really here on my ones now instead of four three drug twos. and now its f you from paris. i could have been fing you in Paris. I dont wait from the drop. I just flow the pop. I dont wait for the. i dont wait for the drop. I just flow fom the pop. Yeah. Yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah. i dont wait for the drop ijust flow the from the pop. i dont wait for the i dont wait for the i dont wait for i dont wait for the. I just flow the from the pop. yeah. Now I'm leaving im leaving I gotta do what I do. I really here on my ones now instead of four three drug twos. and now its f you from paris. i could have been fing you in Paris. I dont wait from the drop. I just flow the pop. Now I'm leaving im leaving I gotta do what I do. I really here on my ones now instead of four three drug twos. and now its f you from paris. i could have been fing you in Paris. I dont wait from the drop. I just flow the pop.","","","Chad Smith","False","False",
"Audio","671673767056a2b18cfd7714","Wompem","","ZURGLIN","EDM Spotlight","Dirtysnatcha Records","3/3/2023","3/3/2023",="198342492161","DSR88","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"11/11/2024","11/11/2024","josh.erickson@ingrooves.com","11/11/2024","11/10/2024",,,"AudioTrack","671673767056a2b18cfd7713",="1",="1","Wompem","","ZURGLIN","USLZJ2318255","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Michael Delvenne <Lyricist>, Michael Delvenne <Composer>","LAB10 PUBLISHING <BMI>","yes","","","=""00:04:06""","","no","no","mi  a di budus wompem again ba du cop bi diddi ba du cop wompem now begin","","","Michael Delvenne","False","False",
"Audio","67166ed17056a2b18cfd40e3","Spacecraft","","Whiskers","EDM Spotlight","Dirtysnatcha Records","10/23/2020","10/23/2020",="198342478967","DSR26","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/4/2024",,,"AudioTrack","67166ed17056a2b18cfd40e2",="1",="1","Spacecraft","","Whiskers","USLZJ2046489","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Nathon Berndt <Lyricist>, Nathon Berndt <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:01:56""","","no","no","Come to space. Here man from the planet earth came in peace for all mankind. Spacecraft. Spacecraft","","","Nathon Berndt","False","False",
"Audio","67167378b57030fe904f5746","Drop","","Ennaut","EDM Spotlight","Dirtysnatcha Records","5/19/2023","5/19/2023",="198342480076","DSR90","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"10/23/2024","10/23/2024","josh.erickson@ingrooves.com","10/23/2024","10/23/2024",,,"AudioTrack","67167378b57030fe904f5745",="1",="1","Drop","","Ennaut","GBWUL2335001","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Jason Moss <Lyricist>, Jason Moss <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:24""","","no","no","Its about to drop","","","Jason Moss","False","False",
"Audio","67167379126997c258b704d0","FLU","","PROTOCOL","EDM Spotlight","Dirtysnatcha Records","12/9/2022","12/9/2022",="198342498040","DSR84","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","67167379126997c258b704cf",="1",="1","FLU","","PROTOCOL","QZWDD2296532","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Chad Page <Lyricist>, Chad Page <Composer>, Jacob Kramer <Lyricist>, Jacob Kramer <Composer>, Drew White <Lyricist>, Drew White <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:12""","","no","no","Tummy make my flu go aghh. Tummy make my flu go. Tummy make my flue agh ugh. agh ugh. agh ugh. Tummy make my flu go. Tummy make my flu go. Tummy make my flu. tummy make my flu go agh ugh agh ugh agh ugh. syc ahh ha hee hu","","","Chad Page,Jacob Kramer,Drew White","False","False",
"Audio","67166ed67056a2b18cfd40ef","Clapped","","SkInZ feat. Emmbers","EDM Spotlight","Dirtysnatcha Records","1/22/2021","1/22/2021",="198342491324","DSR34","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/3/2024",,,"AudioTrack","67166ed67056a2b18cfd40ee",="1",="1","Clapped","","SkInZ feat. Emmbers","QZ5FN2121223","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Victoria Hill <Lyricist>, Blake Skinner <Lyricist>, Blake Skinner <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:05""","","yes","no","Clapped bitch. oohhhh ohhh ohhh ohh oh. oh ohhh. ohhh. oh oh ohh ohh heyyy heyy hey. oh oh oh oh. ohhhh oh. Psyche. Ohh ohhh. bitch. oh oh oh ohhh. clapped bitch. oh oh ohh. Psyche","","","Blake Skinner","False","False",
"Audio","6716737a7056a2b18cfd7a64","Bad Vibes","","Brakkit, Dassim","EDM Spotlight","Dirtysnatcha Records","1/6/2023","1/6/2023",="198342497777","DSR85","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"10/28/2024","10/28/2024","josh.erickson@ingrooves.com","10/28/2024","10/28/2024",,,"AudioTrack","6716737a7056a2b18cfd7a63",="1",="1","Bad Vibes","","Brakkit, Dassim","QZ5FN2303913","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Jack Daskal <Lyricist>, Jack Daskal <Composer>, Bailey Annear <Lyricist>, Bailey Annear <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:04:10""","","no","no","Yeah. Yeah. When I bring me in. So I'mma have to take them out If you got food, then I'm running in. and trust me with that food I'm running out.  doubt. What is it? Let me see. Now I can't teach the best in court if I got kicked out. Oh. Where the heart is. Brand new day. Ain't no time for a spouse. Don't bring bags back into my house.
Get that right over the counter. No, I...
Stay on top. When I come back.
How you bring in the flow that skip.
Back with a back flip.
Don't bring back bad vibes to my house.
back with a back spinner
Beat on top. When I come about.
back with a back spinner
Don't bring back my house.
back with a back spinner
Stay on top when I come about. I'm fine. Track you down. I don't get your song. Ain't nothing like this in pop. Dominic, you don't No homo I'm coming out of the game. No coming back. See you. Me? When it comes to trash. Trash? One less boom. Damn. I get less than I ask for from reaching fishing. Oh, no.
Talk. When I come about. When you hear this sound. This is palm.
You give me the best.
Don't bring back bad vibes to  house. Back with a back spinner
Ladies and gentlemen, that's the more.
Got. When I come about.","","","Jack Daskal,Bailey Annear","False","False",
"Audio","67166ed7126997c258b6d86d","Demon Hunter","","Zubah","EDM Spotlight","Dirtysnatcha Records","5/22/2020","5/22/2020",="198342478141","DSR16","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","67166ed7126997c258b6d86c",="1",="1","Demon Hunter","","Zubah","QZ5FN2003847","$0.91 ($1.29 SRLP) - T3","Dubstep","No Linguistic Content","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Theo Zubah <Lyricist>, Theo Zubah <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:45""","","no","no","","","","Theo Zubah","False","False",
"Audio","67166ed7126997c258b6d871","All In","","TruFeelz","EDM Spotlight","Dirtysnatcha Records","8/28/2020","8/28/2020",="198342478707","DSR21","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/4/2024",,,"AudioTrack","67166ed7126997c258b6d870",="1",="1","All In","","TruFeelz","QZ5FN2075138","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Matthew Thornton <Lyricist>, Matthew Thornton <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:11""","","yes","no","All in my. All in my. All in my head.. All in my head. All in my head. In my head. hold up. put your fucking. put your fucking yeah yeah. put your fucking. jump. All in my. hey you put your fucking hands. put your fucking. All in my head. All in my head. All in my head. In my head. head head head. head. all in my. all in my. all in my. head. fuck that. All in my. head.","","","Matthew Thornton","False","False",
"Audio","67166edc126997c258b6d87a","Tiger Kung Fu","","Neon Tiger","EDM Spotlight","Dirtysnatcha Records","2/26/2021","2/26/2021",="198342491539","DSR37","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","67166edc126997c258b6d879",="1",="1","Tiger Kung Fu","","Neon Tiger","QZ5FN2170480","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Royal Thomas <Lyricist>, Royal Thomas <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:08""","","no","no","My tiger kung fu is better than yours. My tiger kung fu. Is better than yours. My tiger kung fu is better than yours. I dont think your good enough to avenge your master. I dont think your good enough to avenge. Admit it. Am i not a 10 to you. Hi ya. My tiger kung fu. Arghh. My tiger kung fu is better than yours","","","","False","False",
"Audio","67166ee1126997c258b6d883","Do It","","Champagne Poppers","EDM Spotlight","Dirtysnatcha Records","5/18/2020","5/18/2020",="198342476703","DSR14","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","67166ee1126997c258b6d882",="1",="1","Do It","","Champagne Poppers","QZ5FN2002317","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Carson Johnson <Lyricist>, Carson Johnson <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:31""","","no","no","Do it like this
Do it like that

Do it like this
Do it like that

Do it like this
Do it like that

Do it like this
Do it like that

Do it like this
Do it like that

Do it like this
Do it like that

Do it like this
Do it like that

Do it like this
Do it like that","","","Carson Johnson","False","False",
"Audio","67166ee17056a2b18cfd427a","Run It Up","","CHRMNDRS, Future Exit","EDM Spotlight","Dirtysnatcha Records","5/1/2020","5/1/2020",="198342476673","DSR10","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"10/31/2024","10/31/2024","josh.erickson@ingrooves.com","10/31/2024","10/31/2024",,,"AudioTrack","67166ee17056a2b18cfd4279",="1",="1","Run It Up","","CHRMNDRS, Future Exit","GBWUL2081365","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Christopher Legris <Lyricist>, Christopher Legris <Composer>, William Kourie <Lyricist>, William Kourie <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:40""","","yes","no","Ahhhhhh ahhhhhh
We about to run it up, up up up up up up up up up up up up up up up
run it up, up up up up up up up up up up up up up up up We about to run it run it dial up hold up let me fuck it up let me fuck it the last exit
run it up, up up up up up up up up up up up up up up up. the scientific minds we have today. let me fuck it up. we about to run it up. hold up let me fuck it up. the last exit. cream im a take a team we gonna be hot like steam. i just got dreams i dont know what you mean i got 50 to my team we about to 50 / 50 bitch dial mother fuckers. the last exit","","","Christopher Legris,William Kourie","False","False",
"Audio","67166ee4126997c258b6d88f","Chin Check","","Spiritual Gangsters","EDM Spotlight","Dirtysnatcha Records","4/24/2020","4/24/2020",="198342476383","DSR08","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/4/2024",,,"AudioTrack","67166ee4126997c258b6d88e",="1",="1","Chin Check","","Spiritual Gangsters","GBWUL2075629","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Derek Glowacki <Lyricist>, Derek Glowacki <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:25""","","no","no","get your chin check. Get your chin check. Get your chin check","","","Derek Glowacki","False","False",
"Audio","67166ee57056a2b18cfd4426","Westside Rollin","CHRMNDRS Remix","DirtySnatcha","EDM Spotlight","Dirtysnatcha Records","11/15/2019","11/15/2019",="198342475133","DSR03","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2019 DirtySnatcha Records","℗ 2019 DirtySnatcha Records","","","no",,"","English","False","",,,"10/31/2024","10/31/2024","josh.erickson@ingrooves.com","10/31/2024","10/31/2024",,,"AudioTrack","67166ee57056a2b18cfd4425",="1",="1","Westside Rollin","CHRMNDRS Remix","DirtySnatcha","GBWUL1920889","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2019 DirtySnatcha Records","℗ 2019 DirtySnatcha Records","Leigh Bray <Lyricist>, Leigh Bray <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:52""","","no","no","Westside Westiside side rollin and I'm ducking when i see smoke. chrmndrs.","","","Leigh Bray,Christopher Legris","False","False",
"Audio","67166ee6126997c258b6d897","Rudeboy","","Kryture, SEEING\\DOUBLE","EDM Spotlight","Dirtysnatcha Records","3/20/2020","3/20/2020",="198342476352","DSR07","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","67166ee6126997c258b6d896",="1",="1","Rudeboy","","Kryture, SEEING\\DOUBLE","GBWUL2045907","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Panagiotis Karzis <Lyricist>, Panagiotis Karzis <Composer>, Galium Boyles <Lyricist>, Galium Boyles <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:00""","","yes","no","Damn Fucking right 
Pump Me gun
What
Draft the beers
Damn Fucking Right
Pump me gun
Rudeboys
what","","","Panagiotis Karzis,Galium Boyles","False","False",
