"Product Type","Product Id","Product Title","Product Version","Product Display Artist","Parent Label","Label","Original Release Date","Release Date","UPC","Catalog #","Product Price Tier","Product Genre","Submission Status","Product C Line","Product P Line","Pre-Order Date","Exclusives","ExplicitLyrics","Product Play Link","Liner Notes","Primary Metadata Language","Compilation","PDF Booklet","Timed Release Date","Timed Release Music Services","Last Process Date","Import Date","Created By","Last Modified","Submitted At","Submitted By","Vevo Channel","TrackType","Track Id","Track Volume","Track Number","Track Name","Track Version","Track Display Artist","Isrc","Track Price Tier","Track Genre","Audio Language","Track C Line","Track P Line","Writers/Composers","Publishers/Collection Societies","Withhold Mechanicals","Pre-Order Type","Instant Gratification Date","Duration","Sample Start Time","Explicit Lyrics","Album Only","Lyrics","Performing Contributors","Non-Performing Contributors","Producers","Full Continuous Mix","Continuously Mixed Individual Song","Track Play Link"
"Audio","6716737c126997c258b704d4","FTI","","BBX, Meechie Murda, Geeku","EDM Spotlight","Dirtysnatcha Records","5/26/2023","5/26/2023",="198342480038","DSR91","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","6716737c126997c258b704d3",="1",="1","FTI","","BBX, Meechie Murda, Geeku","GBWUL2349330","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Demetrius Luster <Writer>, Demetrius Luster <Composer>, Nakeem Richardson <Writer>, Nakeem Richardson <Composer>, Jordan Reid <Writer>, Jordan Reid <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:04:11""","","yes","no","Fuck the industry
Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, 
Fuck the industry
Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, 
Fuck the industry
Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, 
Fuck the industry
Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, 
Fuck the industry
what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, 
Fuck the industry
Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, 
Fuck the industry
what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, 
Fuck the industry
haha
The internet
what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, what, 
Fuck the industry
Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry, Industry,","","","","False","False",
"Audio","6716750ab57030fe904f6ba0","Whoa","","KirbyBright, Devious","EDM Spotlight","Dirtysnatcha Records","5/3/2024","5/3/2024",="198342485866","DSR133","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"11/5/2024","11/5/2024","josh.erickson@ingrooves.com","11/5/2024","11/5/2024",,,"AudioTrack","6716750ab57030fe904f6b9f",="1",="1","Whoa","","KirbyBright, Devious","GBWUL2431903","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Sean Bannard <Writer>, Sean Bannard <Composer>, Kirby Bright <Writer>, Kirby Bright <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:27""","","no","no","Whoa pull up 20 deep the homie belt is snapped, like whoa, put 100 down and and put us on the map,
Like whoa
Yall ain’t even know, the place I had to go, In my soul lost a part of me, but now I lose control like whoa","","","Sean Bannard,Kirby Bright","False","False",
"Audio","6716750ab57030fe904f6ba4","Riddimption","","Nothing X Hurts","EDM Spotlight","Dirtysnatcha Records","8/14/2024","8/14/2024",="198622420181","DSR136","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/23/2024","10/23/2024","josh.erickson@ingrooves.com","10/23/2024","10/22/2024",,,"AudioTrack","6716750ab57030fe904f6ba3",="1",="1","Riddimption","","Nothing X Hurts","QZWV32419969","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Marti Bara <Writer>, Marti Bara <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:17""","","yes","no","Fuck that we're gonna drink til the morning. Drop it like it's'. Fuck that we're gonna drop it like it's. Haa He Hew. Fuck That we're gonna drink til the morning drop it like eww give it to me. Fuck that we're gonna drink til the morning. Drop it like give it ah. Fuck that we're gonna drop it like it. Fuck that ha hew hee hew. Nothing Hurts. Fuck That we're gonna drink til the morning drop it like eww give it to me.","","","","False","False",
"Audio","67166ed7126997c258b6d871","All In","","TruFeelz","EDM Spotlight","Dirtysnatcha Records","8/28/2020","8/28/2020",="198342478707","DSR21","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/4/2024",,,"AudioTrack","67166ed7126997c258b6d870",="1",="1","All In","","TruFeelz","QZ5FN2075138","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Matthew Thornton <Writer>, Matthew Thornton <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:11""","","yes","no","All in my. All in my. All in my head.. All in my head. All in my head. In my head. hold up. put your fucking. put your fucking yeah yeah. put your fucking. jump. All in my. hey you put your fucking hands. put your fucking. All in my head. All in my head. All in my head. In my head. head head head. head. all in my. all in my. all in my. head. fuck that. All in my. head.","","","Matthew Thornton","False","False",
"Audio","67166eda7056a2b18cfd41f1","Break It","","JAYSYX","EDM Spotlight","Dirtysnatcha Records","8/3/2020","8/3/2020",="198342478639","DSR22","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"10/25/2024","10/25/2024","josh.erickson@ingrooves.com","10/25/2024","10/25/2024",,,"AudioTrack","67166eda7056a2b18cfd41f0",="1",="1","Break It","","JAYSYX","QZ5FN2082238","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Jordan McLaughlin <Writer>, Jordan McLaughlin <Composer>","Lab10 Publishing <BMI>","yes","","","=""00:03:12""","","no","no","Break it down","","","Jordan McLaughlin","False","False",
"Audio","67166ed07056a2b18cfd40df","Danger","","JAYSYX, AG","EDM Spotlight","Dirtysnatcha Records","11/1/2020","11/1/2020",="198342478998","DSR27","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"10/28/2024","10/28/2024","josh.erickson@ingrooves.com","10/28/2024","10/28/2024",,,"AudioTrack","67166ed07056a2b18cfd40de",="1",="1","Danger","","JAYSYX, AG","USLZJ2069438","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Jordan Mclaughlin <Writer>, Jordan Mclaughlin <Composer>, Andrew Garcia <Writer>, Andrew Garcia <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:59""","","no","no","Code invalid
System Failure
wait a second, danger
system failure
wait a second
system failure
wait a second
system failure","","","Jordan Mclaughlin,Andrew Garcia","False","False",
"Audio","67166edab57030fe904f1ee8","The Devil","","Hostyle","EDM Spotlight","Dirtysnatcha Records","2/26/2021","2/26/2021",="198342491515","DSR36","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"10/30/2024","10/30/2024","josh.erickson@ingrooves.com","10/30/2024","10/30/2024",,,"AudioTrack","67166edab57030fe904f1ee7",="1",="1","The Devil","","Hostyle","QZ5FN2170385","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Riley Young <Writer>, Riley Young <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:49""","","yes","no","Brace yourself for the darkness.
the devil is inside of him
AGHHHHH
Fuck
Brace yourself for the darkness
Victory is inside of you
AGHHHHH
Brace yourself
Fuck
The darkness
fuck","","","Riley Young","False","False",
"Audio","67166ee3126997c258b6d88b","Deviate","","Paragon, Sqishi","EDM Spotlight","Dirtysnatcha Records","5/1/2020","5/1/2020",="198342476390","DSR09","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/3/2024",,,"AudioTrack","67166ee3126997c258b6d88a",="1",="1","Deviate","","Paragon, Sqishi","GBWUL2080841","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Trey Brackenridge <Writer>, Trey Brackenridge <Composer>, Sabine Capra <Writer>, Sabine Capra <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:07""","","yes","no","Fuck. Fuck. Fuck. Fuck","","","Trey Brackenridge,Sabine Capra","False","False",
"Audio","6716728ab57030fe904f4bbb","Most Dangerous","","Meechie Murda, Geeku, Sinister Bass","EDM Spotlight","Dirtysnatcha Records","8/5/2022","8/5/2022",="198342503812","DSR71","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/31/2024","10/31/2024","josh.erickson@ingrooves.com","10/31/2024","10/31/2024",,,"AudioTrack","6716728ab57030fe904f4bba",="1",="1","Most Dangerous","","Meechie Murda, Geeku, Sinister Bass","GBWUL2241457","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Mark Remil Aco Ocampo <Writer>, Mark Remil Aco Ocampo <Composer>, Nakeem Richardson <Writer>, Nakeem Richardson <Composer>, Demetrius Luster <Writer>, Demetrius Luster <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:01""","","no","no","danger danger danger good bye
Weapons
Weapons Activated","","","Mark Remil Aco Ocampo,Nakeem Richardson,Demetrius Luster","False","False",
"Audio","6716728a126997c258b6fe04","Fog Horn","","Dennett","EDM Spotlight","Dirtysnatcha Records","9/9/2022","9/9/2022",="198342502969","DSR74","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","6716728a126997c258b6fe03",="1",="1","Fog Horn","","Dennett","QZTRX2237730","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Denny Kouri <Writer>, Denny Kouri <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:10""","","yes","no","danger danger fuck it danger fuck it danger","","","Denny Kouri","False","False",
"Audio","6716728ab57030fe904f4bbf","Sasori","","BBX, Geeku","EDM Spotlight","Dirtysnatcha Records","6/15/2022","6/15/2022",="198342504765","DSR68","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/28/2024","10/28/2024","josh.erickson@ingrooves.com","10/28/2024","10/28/2024",,,"AudioTrack","6716728ab57030fe904f4bbe",="1",="1","Sasori","","BBX, Geeku","GBRKQ2245736","$0.91 ($1.29 SRLP) - T3","Dubstep","Japanese","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Nakeem Richardson <Writer>, Nakeem Richardson <Composer>, Jordan Reid <Writer>, Jordan Reid <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:36""","","no","no","これ以上考える必要が。

若槻に入ったときのいざこざ以来じゃないかと。憂鬱な。

文がの。

3代目の性格のバランスシートは。

これ以上の。

暁に入ったときのいざこざ以来だ。いつだったかな。

自分を支えながら。

これ以上お金を使って見たことも。若槻に入ったときのいざこざ以来やらなかったか？唯一だったな。

早く脇の下。

3代目力加減をバランス。

維持を他の人にて。

暁に入ったときのいざこざ以来だ。いつだったかな。

自分を使うのは。

いつだったかな。

あれは。","","","Nakeem Richardson,Jordan Reid","False","False",
"Audio","6716729f7056a2b18cfd6bee","Boss","","Entravert","EDM Spotlight","Dirtysnatcha Records","12/15/2021","12/15/2021",="198342492949","DSR47","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","6716729f7056a2b18cfd6bed",="1",="1","Boss","","Entravert","GBWUL2192869","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Branden Bush <Writer>, Branden Bush <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:04:00""","","no","no","You're messing with the boss","","","Branden Bush","False","False",
"Audio","67167378b57030fe904f5746","Drop","","Ennaut","EDM Spotlight","Dirtysnatcha Records","5/19/2023","5/19/2023",="198342480076","DSR90","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"10/23/2024","10/23/2024","josh.erickson@ingrooves.com","10/23/2024","10/23/2024",,,"AudioTrack","67167378b57030fe904f5745",="1",="1","Drop","","Ennaut","GBWUL2335001","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Jason Moss <Writer>, Jason Moss <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:24""","","no","no","Its about to drop","","","Jason Moss","False","False",
"Audio","671673787056a2b18cfd7718","Back Seat","","ZURGLIN","EDM Spotlight","Dirtysnatcha Records","8/4/2023","8/4/2023",="198342479735","DSR99","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","671673787056a2b18cfd7717",="1",="1","Back Seat","","ZURGLIN","QZTV32373987","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Michael Delvenne <Writer>, Michael Delvenne <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:10""","","yes","no","im a die but your momma wanna play it
life in a back seat
back back 
aye rich nigga
blank check","","","Michael Delvenne","False","False",
"Audio","6716737a7056a2b18cfd7a64","Bad Vibes","","Brakkit, Dassim","EDM Spotlight","Dirtysnatcha Records","1/6/2023","1/6/2023",="198342497777","DSR85","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","","","no",,"","English","False","",,,"10/28/2024","10/28/2024","josh.erickson@ingrooves.com","10/28/2024","10/28/2024",,,"AudioTrack","6716737a7056a2b18cfd7a63",="1",="1","Bad Vibes","","Brakkit, Dassim","QZ5FN2303913","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2023 DirtySnatcha Records","℗ 2023 DirtySnatcha Records","Jack Daskal <Writer>, Jack Daskal <Composer>, Bailey Annear <Writer>, Bailey Annear <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:04:10""","","no","no","Yeah. Yeah. When I bring me in. So I'mma have to take them out If you got food, then I'm running in. and trust me with that food I'm running out.  doubt. What is it? Let me see. Now I can't teach the best in court if I got kicked out. Oh. Where the heart is. Brand new day. Ain't no time for a spouse. Don't bring bags back into my house.
Get that right over the counter. No, I...
Stay on top. When I come back.
How you bring in the flow that skip.
Back with a back flip.
Don't bring back bad vibes to my house.
back with a back spinner
Beat on top. When I come about.
back with a back spinner
Don't bring back my house.
back with a back spinner
Stay on top when I come about. I'm fine. Track you down. I don't get your song. Ain't nothing like this in pop. Dominic, you don't No homo I'm coming out of the game. No coming back. See you. Me? When it comes to trash. Trash? One less boom. Damn. I get less than I ask for from reaching fishing. Oh, no.
Talk. When I come about. When you hear this sound. This is palm.
You give me the best.
Don't bring back bad vibes to  house. Back with a back spinner
Ladies and gentlemen, that's the more.
Got. When I come about.","","","Jack Daskal,Bailey Annear","False","False",
"Audio","6716737e7056a2b18cfd7a6e","Keep Moving","Aelius, Voyager, Wilco Beats Remix","DirtySnatcha","EDM Spotlight","Dirtysnatcha Records","12/2/2022","12/2/2022",="198342499863","DSR83","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/22/2024","10/22/2024","josh.erickson@ingrooves.com","10/22/2024","10/21/2024",,,"AudioTrack","6716737e7056a2b18cfd7a6d",="1",="1","Keep Moving","Aelius, Voyager, Wilco Beats Remix","DirtySnatcha, Aelius, Voyager, Wilco Beats","QZWDD2263373","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Leigh Bray <Writer>, Leigh Bray <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:42""","","no","no","wanna see ya moving,
Moving
wanna see ya moving,
Moving
wanna see ya moving,  
Moving
wanna see ya moving, 
moving
Wanna Sea ya
See ya moving
Wanna Sea ya
See ya moving
Wanna Sea ya
See ya moving
keep keep moving
keep keep moving

wanna see ya moving","","","Leigh Bray","False","False",
"Audio","6716737e7056a2b18cfd7a72","Need U","Ennaut Remix","DirtySnatcha, Autokorekt","EDM Spotlight","Dirtysnatcha Records","11/18/2022","11/18/2022",="198342500538","DSR82","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/30/2024","10/30/2024","josh.erickson@ingrooves.com","10/30/2024","10/30/2024",,,"AudioTrack","6716737e7056a2b18cfd7a71",="1",="1","Need U","Ennaut Remix","DirtySnatcha, Autokorekt","QZWDD2263341","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Anthony Autolino <Writer>, Anthony Autolino <Composer>, Jason Moss <Writer>, Jason Moss <Composer>, Leigh Bray <Writer>, Leigh Bray <Composer>","LAB10 Publishing <BMI>, DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:58""","","no","no","I need all of you. I need you. I need you. you you you. I need all of you. Drop wobbles and rocks before the bass hits. Lets Go. I need you you you. I need you you. Drop the wobbles and rocks before the bass hits. Lets get it. I need all of you. I need you. I need you you you. I need you I need all of you. I need you. I need you. Drop the wobble I need","","","Jason Moss","False","False",
"Audio","6716750e126997c258b71618","Apple Sowce","","Autokorekt","EDM Spotlight","Dirtysnatcha Records","5/24/2024","5/24/2024",="198342768341","DSR134","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/23/2024","10/23/2024","josh.erickson@ingrooves.com","10/23/2024","10/23/2024",,,"AudioTrack","6716750e126997c258b71617",="1",="1","Apple Sowce","","Autokorekt","QZTRX2474922","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Anthony Autolino <Writer>, Anthony Autolino <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:12""","","no","no","Autocorrect or Auto Getting faded, we expected they gon' hate it They ain't wanna see us make it Now they salty cuz we made it We ridin' in that old school Chevy with the top back Butterfly dose, watch him flutter when I stop that Know the way I frost, baby, drippin' diamonds in the cross Wood plane, grippin' with the gauze, know that had to cost See me lane switchin' in the whip, color applesauce See me lane switchin' in the whip, color applesauce Why you tryna ride with the pits if you just a pup? Why the hell you keep rollin' dice when you add a lump? Why the hell would I even care? I done had enough Why you tryna act stand up? You know you a dump Ridin' in that old school Chevy with a tap back Butterfly blues, watch me follow when I stop that Game in my palm, ain't no way I'll ever trap that Big stage, drinkin' on the roll, look at my back Ridin' in that old school Chevy with a tap back Butterfly blues, watch me follow when I stop that Game in my palm, ain't no way I'll ever trap that Big stage, drinkin' on the roll, look at my back Switchin' in the whip, color applesauce Pop, pop, pop, pop, swatchin' on the whip Color applesauce, pop, color only lane Switchin' in the whip, see me lane switchin' in the whip Color applesauce, see me lane switchin' in the whip Pop, pop, pop, pop, switchin' in the whip Color applesauce, pop, color only lane Switchin' in the whip, see me lane switchin' in the whip Color applesauce, see me lane switchin' in the whip Gettin' fettin' faded, we expect that they gon' hate it They ain't wanna see us make it, now they salty cause we made it Ridin' in that old school Chevy with a tap back Butterfly blues, watch me follow when I stop that Game in my palm, ain't no way I'll ever trap that Big stage, drinkin' on the roll, look at my back Game in my palm, ain't no way I'll ever trap that Big stage, drinkin' on the roll, look at my back Why you tryna ride with them pits if you just a pup? Why the hell you keep rollin' dice when you rattle up? Why the hell would I even care, I done had enough Why you tryna act stand up, you know you a thug Switchin' in the whip, color applesauce Pop, pop, pop, pop, switchin' in the whip Color applesauce, pop, color only lane Switchin' in the whip, color applesauce See me lane switchin' in the whip Color applesauce, pop, pop, pop, switchin' in the whip Color applesauce, pop, color only lane Switchin' in the whip, see me lane switchin' in the whip Color applesauce, see me lane switchin' in the whip","","","Anthony Autolino","False","False",
"Audio","6716750fb57030fe904f6bb4","Tartarus","","CRiiOZ","EDM Spotlight","Dirtysnatcha Records","2/16/2024","2/16/2024",="198342042182","DSR127","$4.20 ($5.99 SRLP) - S6","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","6716750fb57030fe904f6baf",="1",="1","In The Walls","","CRiiOZ","USLZJ2405562","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Colton Maynard <Writer>, Colton Maynard <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:24""","","no","no","I’m in your walls 
Hahaha
Hahaha
Hahaha
Hahaha
I’m in your walls 
Hahaha
Hahaha
Hahaha
Hahaha","","","Colton Maynard","False","False",
"Audio","6716750fb57030fe904f6bb4","Tartarus","","CRiiOZ","EDM Spotlight","Dirtysnatcha Records","2/16/2024","2/16/2024",="198342042182","DSR127","$4.20 ($5.99 SRLP) - S6","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","6716750fb57030fe904f6bb0",="1",="2","Watch Out","","CRiiOZ","USLZJ2405588","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Colton Maynard <Writer>, Colton Maynard <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:00""","","no","no","Watch out watch out 
you run
Watch out watch out
Watch out watch out 
Watch out watch out 
Watch out watch out 
You pray for your life 
Watch out watch out 
you run
Leech I see the worst 
Hahahaha
You pray for your life
Watch out watch out 
you run","","","Colton Maynard","False","False",
"Audio","6716750fb57030fe904f6bb4","Tartarus","","CRiiOZ","EDM Spotlight","Dirtysnatcha Records","2/16/2024","2/16/2024",="198342042182","DSR127","$4.20 ($5.99 SRLP) - S6","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","6716750fb57030fe904f6bb1",="1",="3","Psycho","","CRiiOZ, DSTRTN","USLZJ2405590","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Bryden Turcotte <Writer>, Bryden Turcotte <Composer>, Colton Maynard <Writer>, Colton Maynard <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:01""","","yes","no","Hahahaha
Hahuha
Hahahaha
Hahahaha
You’re dead 
Dead 
Dead 
Dead
Fucking dead
I’ll fucking kill you 
Fuck up the party 
Fu-fu-fuck up the party
Fu-fu-fuck up the party
Fu-fu-fuck up the party
Kill
Fu-fu-fuck up the party
Fu-fu-fuck up the party
Fu-fu-fuck up the party
Hahahaha
Hahuha
Hahahaha
Hahahaha
I’ll fucking kill you","","","Colton Maynard,Bryden Turcotte","False","False",
"Audio","6716750fb57030fe904f6bb4","Tartarus","","CRiiOZ","EDM Spotlight","Dirtysnatcha Records","2/16/2024","2/16/2024",="198342042182","DSR127","$4.20 ($5.99 SRLP) - S6","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","6716750fb57030fe904f6bb2",="1",="4","Trust","","CRiiOZ","USLZJ2405591","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Colton Maynard <Writer>, Colton Maynard <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:54""","","no","no","They are everywhere for you 
They are everywhere for you 
They are everywhere for you 
They are everywhere for you 
CRiiOZ 
Trust is nothing 
CRiiOZ 
They are everywhere for you 
They are everywhere for you","","","Colton Maynard","False","False",
"Audio","6716750fb57030fe904f6bb4","Tartarus","","CRiiOZ","EDM Spotlight","Dirtysnatcha Records","2/16/2024","2/16/2024",="198342042182","DSR127","$4.20 ($5.99 SRLP) - S6","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","6716750fb57030fe904f6bb3",="1",="5","Let Go","","CRiiOZ","USLZJ2405592","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Colton Maynard <Writer>, Colton Maynard <Composer>","Lab10 Publishing <BMI>","yes","","","=""00:02:37""","","yes","no","Put your fucking hands up 
Hands up 
Hands up 
Hands up 
Hands up 
Hands up 
Hands up 
Put your fucking hands up 
Let me go 
Let me go 
Go
Let me go 
Go
CRiiOZ","","","Colton Maynard","False","False",
